"","belong","name","city","district","lowsalary","highsalary","experience","degree","company","companyintroduction","companyfield","companyfinancial","companymembers","tags"
"977","tuxiangchulidata","图像算法工程师（武汉）","北京","东城区",20,35,"经验5-10年","本科","易视维科技","“工作环境轻松，待遇好，职位高。”","其他","未融资","50-150人","/智能硬件/"
"978","tuxiangchulidata","图像开发工程师","上海","新天地",10,15,"经验3-5年","本科","Hileap","“办公环境高大上 技术新 平台大”","数据服务,招聘","A轮","15-50人","/C/Python/图像处理/Linux/Unix/"
"979","tuxiangchulidata","图像算法工程师","成都","火车南站",10,20,"经验不限","硕士","索贝数码","“带薪年假,通讯补助,交通补助,五险一金”","移动互联网","不需要融资","500-2000人","/视频/图像处理/模式识别/"
"980","tuxiangchulidata","图像算法工程师","上海","徐汇区",20,40,"经验1-3年","本科","特赞|Tezign","“鼓励试错,扁平管理,行业前沿,氛围佳”","移动互联网","B轮","50-150人","/模式识别/深度学习/机器学习/计算机视觉/"
"981","tuxiangchulidata","图像算法工程师","北京","西三旗",20,40,"经验3-5年","硕士","慧影医疗","“七险一金,弹性工作,年终奖金”","移动互联网,医疗健康","C轮","150-500人","/人工智能/深度学习/图像处理/"
"982","tuxiangchulidata","医学图像处理工程师","上海","青浦区",18,30,"经验1-3年","本科","哈工智能","“五险一金，扁平化管理，专业培训，周末双休”","其他,人工智能","上市公司","500-2000人","/人工智能/"
"983","tuxiangchulidata","图像/视觉算法工程师","上海","江桥",15,25,"经验1-3年","硕士","小i机器人","“晋升空间大,福利待遇好,餐补,人工智能”","企业服务,数据服务","上市公司","500-2000人","/人工智能/计算机视觉/图像处理/机器学习/"
"984","tuxiangchulidata","图像算法工程师（初级）","杭州","文三路",8,15,"经验1-3年","本科","大名软件","“出国旅游,五险一金,周末双休,弹性工作”","电子商务,企业服务","不需要融资","50-150人","/图像处理/模式识别/"
"985","tuxiangchulidata","图像工程师","深圳","科技园",8,16,"经验1-3年","本科","Hankvision","“做五休二,免费工作餐,有薪年假,公司聚会”","信息安全,数据服务","未融资","50-150人","/硬件制造/图像处理/"
"986","tuxiangchulidata","OCR及图像处理工程师","深圳","南山区",10,20,"经验3-5年","本科","神盾信息","“双休，工作氛围、发展前景好，福利齐全”","移动互联网","不需要融资","150-500人","/信息安全/"
"987","tuxiangchulidata","图像算法工程师","成都","高新区",9,16,"经验3-5年","本科","四川长虹电器股份有限公司","“五险一金 年终奖 项目奖”","硬件","上市公司","2000人以上","/绩效奖金/管理规范/定期体检/五险一金/"
"988","tuxiangchulidata","图像开发","广州","东风东",7,10,"经验1年以下","不限","诚予国际","“良好的发展前景”","数据服务","不需要融资","50-150人","/大数据/移动互联网/深度学习/图像处理/"
"989","tuxiangchulidata","图像算法工程师","北京","中关村",25,40,"经验3-5年","本科","汽车之家","“发展空间大”","移动互联网,文化娱乐","上市公司","2000人以上","/技能培训/节日礼物/带薪年假/绩效奖金/"
"990","tuxiangchulidata","图像算法专家","杭州","西溪",35,40,"经验3-5年","硕士","51公积金管家","“准独角兽,扁平化发展,福利丰厚,团队协作”","移动互联网","B轮","150-500人","/机器学习/深度学习/"
"991","tuxiangchulidata","图像处理实习生","广州","环市东",1,2,"经验不限","不限","正度数据","“实践出真知，欢迎你加入”","数据服务","不需要融资","15-50人","/大数据/移动互联网/平面/"
"992","tuxiangchulidata","图像/视频开发工程师","武汉","光谷",10,16,"经验1-3年","本科","毕格邦","“免费体检、免费下午茶、增长迅速”","移动互联网","天使轮","15-50人","/移动互联网/算法/图像处理/"
"993","tuxiangchulidata","图像处理工程师","北京","朝外",15,30,"经验3-5年","本科","必要商城","“首家C2M,技术分享,VR/AR,六险一金”","电子商务","不需要融资","150-500人","/模式识别/"
"994","tuxiangchulidata","视觉/图像算法工程师","郑州","航空港区",9,18,"经验3-5年","本科","富士康科技集团","“五险一金 绩效奖金 带薪休假 定期体检”","电子商务,数据服务","上市公司","2000人以上","/大数据/移动互联网/人工智能/机器学习/深度学习/模式识别/"
"995","tuxiangchulidata","图像处理研发工程师","广州","五山",15,20,"经验1年以下","硕士","爱云校","“期权”","教育,数据服务","C轮","500-2000人","/软件开发/"
"996","tuxiangchulidata","图像算法工程师","南京","安德门",7,12,"经验不限","硕士","南京杰谱企业管理咨询有限公司","“团队元老,资源集中,培训多多”","人工智能","未融资","150-500人","/物流/人工智能/图像处理/深度学习/"
"997","tuxiangchulidata","图像算法实习生","上海","张江",10,20,"经验不限","硕士","图麟科技","“人工智能行业 实习生”","移动互联网,硬件","A轮","50-150人","/云计算/移动互联网/人工智能/图像处理/计算机视觉/"
"998","tuxiangchulidata","图像处理算法研究员","北京","学院路",20,30,"经验3-5年","本科","寒武纪科技","“六险一金、平台好”","硬件,数据服务","A轮","50-150人","/人工智能/"
"999","tuxiangchulidata","图像处理工程师","北京","朝阳区",20,35,"经验3-5年","本科","镁佳","“六险一金、周末双休、年底双薪、发展空间大”","其他","天使轮","50-150人","/绩效奖金/带薪年假/专项奖金/"
"1000","tuxiangchulidata","图像处理开发工程师（技术）","北京","望京",15,30,"经验不限","不限","一起科技","“绩效奖金,带薪年假”","移动互联网,教育","D轮及以上","500-2000人","/教育/前端开发/"
"1001","tuxiangchulidata","图像处理工程师","深圳","益田村",10,15,"经验不限","本科","显扬科技","“免费零食，股票期权，领导nice，大牛多”","人工智能","A轮","15-50人","/计算机视觉/模式识别/算法/"
"1002","tuxiangchulidata","图像分析工程师","杭州","滨江区",15,25,"经验1-3年","本科","知衣科技","“股权激励,大牛团队,高薪,弹性工作”","移动互联网电子商务","A轮","50-150人","/深度学习/计算机视觉/图像处理/"
"1003","tuxiangchulidata","资深移动端图像处理工程师","上海","复旦大学",25,50,"经验5-10年","本科","哔哩哔哩","“发展好,团队优秀，空间大，领导好”","移动互联网,文化娱乐","上市公司","2000人以上","/视频/"
"1004","tuxiangchulidata","图像处理软件开发工程师","重庆","渝北区",8,15,"经验1-3年","本科","天量","“opencv 图像处理 机器视觉 AI”","移动互联网,其他","未融资","少于15人","/算法/计算机视觉/深度学习/"
"1005","tuxiangchulidata","图像处理工程师","杭州","三墩",15,25,"经验不限","本科","展拓视觉","“五险一金，定期体检，弹性工作”","移动互联网","未融资","15-50人","/机器学习/算法/"
"1006","tuxiangchulidata","资深图像算法研究员","北京","亦庄",20,40,"经验5-10年","硕士","BOE","“医工融合、图像算法、机器学习、大平台”","移动互联网,医疗健康","上市公司","2000人以上","/机器学习/图像处理/计算机视觉/"
"1007","tuxiangchulidata","应届 图像工程师（调试/机器视觉/算法）","宁波","鄞州区",7,14,"经验应届毕业生","本科","TCL通讯科技控股有限公司","“大平台 双休 弹性工作时间”","移动互联网,硬件","上市公司","2000人以上","/图像处理/深度学习/计算机视觉/"
"1008","tuxiangchulidata","人工智能算法专家-图像方向-P7-集团安全部-阿里","北京","朝阳区",25,50,"经验3-5年","本科","蚂蚁金服集团","“顶尖团队,精英云集,成长空间大,晋升快”","金融,移动互联网","B轮","2000人以上","/机器学习/图像处理/模式识别/"
"1009","tuxiangchulidata","深度学习算法工程师-图像/语音","深圳","福田区",30,60,"经验3-5年","硕士","前海无极","“深圳/上海,深度学习,计算机视觉,语音识别”","移动互联网","未融资","15-50人","/移动互联网/"
"1010","tuxiangchulidata","图像算法工程师-L00855","北京","大兴区",20,40,"经验3-5年","硕士","京东数字科技","“班车,餐补”","金融","上市公司","2000人以上","/供应链金融/消费金融/众筹业务/支付业务/"
"1011","tuxiangchulidata","视频图像处理（OpenGL）工程师","南京","栖霞区",10,20,"经验不限","不限","地平线机器人","“明星公司,福利多多,弹性工时,人工智能”","移动互联网,硬件","B轮","500-2000人","/软件开发/"
"1012","tuxiangchulidata","图像处理软件工程师","北京","大红门",13,25,"经验1年以下","本科","北京博视智动","“待遇高,福利好,出差补贴,五险一金”","信息安全,数据服务","未融资","15-50人","/MFC/C++/"
"1013","tuxiangchulidata","算法高级工程师 深度学习/图像方向","北京","海淀区",30,45,"经验1-3年","硕士","亿阳信通","“七险一金”","移动互联网,数据服务","上市公司","2000人以上","/机器学习/图像处理/人工智能/"
"1014","tuxiangchulidata","资深图像算法工程师","深圳","白石洲",15,25,"经验1-3年","硕士","深圳市德迅大数据技术有限公司","“AI研究,偏平管理,团队氛围好”","移动互联网,数据服务","不需要融资","15-50人","/人工智能/机器学习/图像处理/模式识别/"
"1015","tuxiangchulidata","图像处理与模式识别","北京","朝外",15,24,"经验不限","硕士","安讯达盛","“节日福利，高温补贴，绩效奖金，包吃”","医疗健康数据服务","未融资","15-50人","/医疗健康/大数据/人工智能/"
"1016","tuxiangchulidata","算法工程师-图像处理方向（实习生）","武汉","东湖新技术开发区",4,5,"经验应届毕业生","本科","找道科技","“餐补”","移动互联网教育","未融资","15-50人","/人工智能/深度学习/"
"1017","tuxiangchulidata","图像算法经理","广州","越秀区",25,40,"经验3-5年","硕士","筷子科技","“人工智能,产品创新,公司发展快,平台潜力大”","数据服务,广告营销","B轮","50-150人","/电商/广告营销/人工智能/机器学习/深度学习/图像处理/"
"1018","tuxiangchulidata","图像处理实习生","上海","闵行区",4,8,"经验应届毕业生","本科","硅瞳智能","“参与一个完整的项目是提升自己最好机会！”","人工智能","未融资","少于15人","/人工智能/机器学习/算法/"
"1019","tuxiangchulidata","图像处理工程师（视频直播）","北京","望京",25,50,"经验3-5年","大专","陌陌","“核心部门”","社交网络","上市公司","500-2000人","/视频/"
"1020","tuxiangchulidata","图形图像算法工程师","上海","黄浦区",25,45,"经验3-5年","本科","字节跳动","“六险一金，高薪期权，弹性工作，餐补，租房补贴，带薪休假，休闲下午茶，扁平管理，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资”","移动互联网,数据服务","C轮","2000人以上","/视频/"
"1021","tuxiangchulidata","***资深***图像算法工程师","武汉","洪山区",15,25,"经验5-10年","本科","易视维科技","“工作环境轻松，待遇好，职位高。”","其他","未融资","50-150人","/智能硬件/人工智能/机器学习/计算机视觉/图像处理/"
"1022","tuxiangchulidata","图像算法专家","北京","知春路",40,80,"经验5-10年","本科","好未来","“上市公司,升职空间大”","移动互联网,教育","上市公司","2000人以上","/图像处理/"
"1023","tuxiangchulidata","图像处理实习生","北京","北京大学",4,8,"经验不限","本科","长木谷医疗","“团队优秀、地铁周边、”","人工智能医疗健康","天使轮","15-50人","/医疗健康/"
"1024","tuxiangchulidata","图像处理工程师","北京","CBD",12,22,"经验1-3年","本科","零零无限","“人工智能,团队好,福利好,创业型公司”","硬件","B轮","150-500人","/人工智能/模式识别/"
"1025","tuxiangchulidata","图像算法工程师","北京","望京",25,35,"经验3-5年","本科","更美APP","“福利待遇优厚 上升空间大 美女如云”","移动互联网,O2O","D轮及以上","150-500人","/人工智能/深度学习/"
"1026","tuxiangchulidata","高级图像算法工程师-杭州-00105","杭州","滨江区",15,30,"经验3-5年","硕士","Caicloud","“谷歌团队 技术大牛 期权”","企业服务,数据服务","B轮","50-150人","/云计算/深度学习/图像处理/"
"1027","tuxiangchulidata","图像算法工程师","上海","张江",20,40,"经验3-5年","本科","小米","“技术大牛多”","移动互联网","D轮及以上","2000人以上","/深度学习/图像处理/计算机视觉/"
"1028","tuxiangchulidata","图像算法工程师","武汉","武昌区",13,16,"经验1-3年","本科","瑞达信安","“图像算法”","信息安全","B轮","150-500人","/教育/"
"1029","tuxiangchulidata","中级图像算法工程师","杭州","文三路",15,30,"经验不限","本科","大名软件","“牛人团队,学习气氛,福利多多,提升空间”","电子商务,企业服务","不需要融资","50-150人","/C++/"
"1030","tuxiangchulidata","资深图像算法工程师","广州","越秀区",25,40,"经验3-5年","本科","筷子科技","“人工智能,产品创新,公司发展快,团队年轻”","数据服务,广告营销","B轮","50-150人","/大数据/广告营销/人工智能/机器学习/深度学习/图像处理/"
"1031","tuxiangchulidata","2611MH-图像算法岗","上海","金桥",15,25,"经验3-5年","本科","平安好医","“五险一金,带薪年假,节日福利,绩效奖金”","金融,医疗健康","不需要融资","500-2000人","/后端/C++/"
"1032","tuxiangchulidata","图像处理算法工程师","北京","学院路",30,50,"经验5-10年","本科","iHandy","“六险一金 硅谷式办公 时令水果 健身器材”","移动互联网","不需要融资","150-500人","/带薪年假/定期体检/文化open/扁平化管理/"
"1033","tuxiangchulidata","高级图像算法工程师","深圳","益田村",20,40,"经验5-10年","硕士","汇顶科技","“职位发展 薪酬福利”","其他","不需要融资","500-2000人","/图像处理/深度学习/模式识别/"
"1034","tuxiangchulidata","相机图像工程师/实习生","深圳","前海",15,25,"经验不限","本科","Obsbot寻影","“景区办公,期权激励,发展潜力”","硬件,其他","天使轮","15-50人","/硬件开发/"
"1035","tuxiangchulidata","图形开发工程师（模拟器）","广州","珠江新城",20,40,"经验不限","本科","网易","“平台大,福利好,待遇优,16薪”","电子商务,移动互联网","上市公司","2000人以上","/C++/C/"
"1036","tuxiangchulidata","计算机视觉/图像处理中高级算法工程师","深圳","香蜜湖",15,30,"经验3-5年","硕士","弘金地体育","“氛围轻松,食堂好吃,团队年轻,朝阳产业”","移动互联网,文化娱乐","不需要融资","150-500人","/机器学习/模式识别/"
"1037","tuxiangchulidata","图像算法工程师","北京","海淀区",25,50,"经验3-5年","本科","字节跳动","“高薪期权，租房补贴，扁平管理，职业大牛，团队氛围好”","移动互联网,数据服务","C轮","2000人以上","/视频/"
"1038","tuxiangchulidata","图像算法","深圳","深圳湾",13,25,"经验1-3年","本科","万兴科技股份有限公司","“机会多，成长快，团队氛围好”","移动互联网","上市公司","500-2000人","/图像处理/"
"1039","tuxiangchulidata","高级图像算法工程师","北京","西北旺",20,40,"经验1-3年","硕士","清帆科技","“技术大咖,期权奖励,晋升空间大,优秀团队”","移动互联网,教育","A轮","15-50人","/图像处理/机器学习/深度学习/计算机视觉/"
"1040","tuxiangchulidata","软件工程师—数字图像处理","南京","江宁区",15,22,"经验3-5年","本科","南京波长光电科技股份有限公司","“五险一金提供食宿免费班车节日福利员工旅游”","其他","上市公司","150-500人","/算法/计算机视觉/人工智能/"
"1041","tuxiangchulidata","图像算法工程师","北京","清河",20,40,"经验不限","本科","小米","“六险一金 团队nice 成长空间大”","移动互联网","D轮及以上","2000人以上","/机器学习/计算机视觉/深度学习/图像处理/"
"1042","tuxiangchulidata","计算机视觉/图像处理实习生","广州","海珠区",2,4,"经验1年以下","不限","派客朴食","“补贴”","移动互联网,电子商务","不需要融资","15-50人","/人工智能/机器学习/深度学习/"
"1043","tuxiangchulidata","高级图像算法工程师","杭州","文三路",20,40,"经验3-5年","本科","大名软件","“牛人团队,学习气氛,福利多多,提升明显”","电子商务,企业服务","不需要融资","50-150人","/旅游/"
"1044","tuxiangchulidata","图形开发工程师","广州","天河区",28,48,"经验不限","本科","网易","“福利待遇 发展前景 大平台”","电子商务,移动互联网","上市公司","2000人以上","/C/C++/底层/"
"1045","tuxiangchulidata","图像算法工程师","杭州","浦沿",8,16,"经验1-3年","本科","大立科技","“福利待遇 发展前景”","硬件","上市公司","500-2000人","/电子/半导体/集成电路/图像处理/"
"1046","tuxiangchulidata","移动端图像算法工程师/专家（美颜/滤镜）","杭州","余杭区",20,40,"经验3-5年","本科","美柚","“五险一金,扁平化管理,免费班车,晚餐补贴”","移动互联网","D轮及以上","500-2000人","/社交/移动互联网/图像处理/计算机视觉/"
"1047","tuxiangchulidata","图像处理算法工程师（应届）","大连","高新园区",4,8,"经验应届毕业生","硕士","智慧视通大连研发中心","“五险一金”","移动互联网,信息安全","A轮","50-150人","/机器学习/深度学习/"
"1048","tuxiangchulidata","视觉/图像算法工程师","北京","中关村",30,55,"经验1-3年","硕士","Yeahmobi","“六险一金 绩效奖金 出国团建 成长提升”","移动互联网","上市公司","150-500人","/计算机视觉/图像处理/"
"1049","tuxiangchulidata","图像算法工程师","厦门","思明区",8,16,"经验1-3年","本科","厦门福信光电","“人工智能 图像算法,深度学习”","硬件","未融资","150-500人","/图像处理/计算机视觉/深度学习/人工智能/"
"1050","tuxiangchulidata","图像处理高级讲师","北京","海淀区",20,40,"经验1-3年","本科","北京八维研修学院","“提供五险一金”","教育","未融资","2000人以上","/教育/"
"1051","tuxiangchulidata","图形图像算法工程师","北京","海淀区",25,50,"经验3-5年","本科","字节跳动","“高薪期权，弹性工作，租房补贴，过亿用户，职业大牛”","移动互联网,数据服务","C轮","2000人以上","/视频/"
"1052","tuxiangchulidata","图像处理算法工程师","大连","高新园区",10,15,"经验1-3年","硕士","智慧视通大连研发中心","“五险一金”","移动互联网,信息安全","A轮","50-150人","/机器学习/"
"1053","tuxiangchulidata","图像算法工程师","青岛","黄岛区",12,24,"经验1-3年","本科","以萨技术","“绩效奖金、周末双休、五险一金、带薪年假”","人工智能","不需要融资","150-500人","/图像处理/机器学习/人工智能/深度学习/"
"1054","tuxiangchulidata","高级图像分析研究员","杭州","建设二路",30,50,"经验3-5年","本科","知衣科技","“股权激励,大牛团队,高薪,弹性工作”","移动互联网电子商务","A轮","50-150人","/深度学习/计算机视觉/图像处理/算法/"
"1055","tuxiangchulidata","图像算法科学家","北京","北京大学",40,80,"经验5-10年","硕士","太古代科技","“福利待遇优厚”","区块链,人工智能","B轮","50-150人","/高级技术管理/技术管理/部门管理/"
"1056","tuxiangchulidata","图像算法工程师","合肥","高新区",8,15,"经验不限","硕士","紫薇帝星","“五险一金 周末双休 学术大牛 晋升空间”","医疗健康,移动互联网","A轮","50-150人","/大数据/医疗健康/图像处理/深度学习/"
"1057","tuxiangchulidata","图像算法工程师","南京","秦淮区",3,5,"经验应届毕业生","硕士","Zienon","“五险一金,绩效奖金,餐费补贴,带薪年假”","移动互联网","A轮","15-50人","/软件开发/C++/"
"1058","tuxiangchulidata","图像算法工程师","杭州","古墩路",15,25,"经验1-3年","本科","启智","“双休，不加班”","移动互联网,电子商务","A轮","500-2000人","/电子/半导体/集成电路/"
"1059","tuxiangchulidata","图像处理算法工程师","佛山","南海区",8,15,"经验不限","本科","生物图腾","“餐饮补贴,弹性工作,提供住宿,年终奖金”","医疗健康","天使轮","少于15人","/午餐补助/五险一金/弹性工作/带薪年假/"
"1060","tuxiangchulidata","图像识别工程师","北京","北下关",20,40,"经验3-5年","硕士","会通教育","“核心产品、前景行业、氛围好、高额绩效奖”","移动互联网,教育","A轮","150-500人","/算法/图像处理/"
"1061","tuxiangchulidata","图像处理算法工程师","深圳","龙华新区",15,25,"经验3-5年","不限","水象电子","“优秀的团队，广阔的平台，有竞争力的薪资”","移动互联网硬件","不需要融资","少于15人","/数据挖掘/数据分析/"
"1062","tuxiangchulidata","图像处理算法（图像美化）工程师-VR方向","北京","西二旗",25,45,"经验3-5年","本科","贝壳","“六险二金，带薪年假”","移动互联网,O2O","D轮及以上","2000人以上","/股票期权/带薪年假/绩效奖金/扁平管理/"
"1063","tuxiangchulidata","人工智能算法工程师实习生-医学图像","北京","亦庄",4,8,"经验应届毕业生","硕士","生仝智能","“集团子公司，新成立团队，前景广阔，”","移动互联网","天使轮","15-50人","/医疗健康/图像处理/机器学习/深度学习/"
"1064","tuxiangchulidata","图像算法工程师","东莞","东莞市市辖区",8,15,"经验1-3年","本科","南晧智能","“五险一金、发展空间大、补贴”","硬件,人工智能","不需要融资","50-150人","/信息安全/工具软件/人工智能/计算机视觉/图像处理/"
"1065","tuxiangchulidata","图像算法","北京","清河",20,40,"经验1-3年","本科","英特美迪","“年底双薪，全额五险一金，弹性工作，补助”","医疗健康","A轮","15-50人","/医疗健康/云计算/机器学习/深度学习/计算机视觉/图像处理/"
"1066","tuxiangchulidata","图像识别工程师","北京","北太平庄",25,40,"经验3-5年","本科","会通教育","“全额公积金,年终奖金,核心产品”","移动互联网,教育","A轮","150-500人","/教育/图像处理/软件开发/"
"1067","tuxiangchulidata","图像算法","北京","紫竹桥",25,30,"经验应届毕业生","博士","京北方","“扁平管理领导nice”","金融","D轮及以上","2000人以上","/金融/"
"1068","tuxiangchulidata","深度学习/机器视觉/图像算法工程师","杭州","西兴",10,20,"经验不限","硕士","很赞科技","“双休法定假日 五险一金 节日福利”","游戏","未融资","50-150人","/图像处理/机器学习/模式识别/"
"1069","tuxiangchulidata","图像处理算法工程师","武汉","东湖新技术开发区",6,12,"经验不限","本科","小狮科技","“每日茶果 双休 高薪”","硬件,移动互联网","天使轮","15-50人","/C++/Linux/Unix/"
"1070","tuxiangchulidata","医学图像算法工程师","北京","望京",20,40,"经验1-3年","硕士","数坤科技","“热门行业，技术大牛，创业氛围”","医疗健康","B轮","15-50人","/医疗健康/人工智能/深度学习/图像处理/"
"1071","tuxiangchulidata","图像算法工程师（应届生）","厦门","思明区",8,12,"经验应届毕业生","硕士","厦门福信光电","“人工智能 图像算法,深度学习”","硬件","未融资","150-500人","/深度学习/图像处理/模式识别/"
"1072","tuxiangchulidata","图像算法/AI工程师（机器人行业）","深圳","科技园",13,25,"经验1-3年","硕士","果力智能科技","“与大咖共事 人性化工作氛围 匹配的薪资”","硬件,文化娱乐","天使轮","15-50人","/深度学习/计算机视觉/图像处理/人工智能/"
"1073","tuxiangchulidata","图像算法工程师","北京","德胜门",25,35,"经验3-5年","硕士","u","“人工智能”","其他","不需要融资","500-2000人","/人工智能/机器学习/图像处理/"
"1074","tuxiangchulidata","图像算法专家","北京","亦庄",35,70,"经验5-10年","硕士","京东物流","“五险一金、500强、免费班车、餐补”","电子商务","上市公司","2000人以上","/物流/"
"1075","tuxiangchulidata","图像算法工程师","深圳","西丽",15,25,"经验1-3年","本科","盛世乐居","“晋升空间大 领导nice 薪酬面谈空间大”","移动互联网、O2O","不需要融资","500-2000人","/机器学习/深度学习/计算机视觉/人工智能/"
"1076","tuxiangchulidata","图像测量技术工程师","北京","朝阳区",20,38,"经验3-5年","本科","必要商城","“盈利平台,电商独角兽,千万用户”","电子商务","不需要融资","150-500人","/大数据/算法/图像处理/建模/"
"1077","tuxiangchulidata","图像算法工程师","北京","朝阳区",25,50,"经验1-3年","本科","华盛新动","“依靠苏州大学优势，有机会深造”","移动互联网","未融资","少于15人","/计算机视觉/机器学习/深度学习/图像处理/"
"1078","tuxiangchulidata","图像算法工程师","杭州","长河",11,22,"经验应届毕业生","本科","易思维","“福利待遇优厚”","硬件","A轮","150-500人","/""""/"
"1079","tuxiangchulidata","图像算法工程师","北京","酒仙桥",25,50,"经验3-5年","本科","微店","“竞争力薪资,期权激励,完善福利”","移动互联网,电子商务","C轮","500-2000人","/图像处理/机器学习/深度学习/"
"1080","tuxiangchulidata","图像处理算法","北京","望京",15,20,"经验应届毕业生","硕士","猿辅导","“大牛团队，年终奖，前沿技术，地铁周边”","移动互联网,教育","D轮及以上","500-2000人","/教育/移动互联网/"
"1081","tuxiangchulidata","图像算法工程师","北京","酒仙桥",30,50,"经验3-5年","硕士","微店","“核心业务,福利好,晋升调薪”","移动互联网,电子商务","C轮","500-2000人","/图像处理/数据挖掘/"
"1082","tuxiangchulidata","图像算法工程师","杭州","江南",15,30,"经验不限","本科","TP-LINK","“公司规模大,发展潜力大,团队优秀,丰厚年终奖”","硬件","不需要融资","2000人以上","/图像处理/"
"1083","tuxiangchulidata","图像算法研发工程师","北京","中关村",25,50,"经验3-5年","本科","好未来","“五险一金,年终奖金”","移动互联网,教育","上市公司","2000人以上","/教育/PHP/图像处理/模式识别/机器学习/"
"1084","tuxiangchulidata","图像算法工程师","杭州","艮山",15,25,"经验1-3年","本科","zienon","“五险一金,股票期权,带薪旅游,扁平管理”","移动互联网,数据服务","A轮","15-50人","/机器学习/深度学习/图像处理/模式识别/"
"1085","tuxiangchulidata","图像算法工程师","天津","滨海新区",10,20,"经验1-3年","硕士","天津深之蓝","“岗位晋升,五险一金,周末双休,待遇优厚”","其他","A轮","50-150人","/硬件制造/机器学习/深度学习/图像处理/"
"1086","tuxiangchulidata","图像算法工程师","杭州","长河",15,30,"经验1-3年","本科","杭州智团","“机器学习,图像算法,发展前景好,福利待遇好”","医疗健康","不需要融资","50-150人","/机器学习/计算机视觉/图像处理/模式识别/"
"1087","tuxiangchulidata","TEG-社交业务图像处理开发工程师","深圳","大冲",35,65,"经验5-10年","本科","腾讯","“平台大，发展快，待遇好，福利棒”","移动互联网,游戏","上市公司","2000人以上","/算法/Linux/Unix/C++/"
"1088","tuxiangchulidata","无人驾驶图像/激光雷达数据处理软件工程师","上海","临港新城",15,25,"经验1-3年","本科","罗伯沃茨","“公司有德国学习交流的机会，职业前景好”","其他","未融资","15-50人","/汽车/智能硬件/人工智能/图像处理/"
"1089","tuxiangchulidata","图像算法工程师","上海","张江",10,20,"经验3-5年","硕士","云智视像","“福利待遇优,工作环境佳,发展空间大,技术提升快”","信息安全,数据服务","不需要融资","50-150人","/视频/软件开发/"
"1090","tuxiangchulidata","图像算法工程师-渠道陈列","北京","北京大学",35,50,"经验1-3年","硕士","创新奇智","“弹性工作不打卡-私人时间不加班-有钱任性”","移动互联网","A轮","150-500人","/本地生活/新零售/深度学习/图像处理/"
"1091","tuxiangchulidata","图像算法工程师","北京","望京",25,50,"经验1-3年","硕士","陌陌","“技术氛围好,竞争力薪酬,完善的福利,上升空间大”","社交网络","上市公司","500-2000人","/岗位晋升/帅哥多/管理规范/技能培训/"
"1092","tuxiangchulidata","智能语音-图像处理算法工程师 (MJ002877)","北京","五道口",30,50,"经验3-5年","硕士","搜狗","“智能语音,同传产品,核心业务”","移动互联网,数据服务","上市公司","2000人以上","/人工智能/语音合成/"
"1093","tuxiangchulidata","图像算法工程师","长沙","雨花区政府",8,15,"经验1-3年","不限","Ehomepoct","“朝九晚五,五险一金,单双休,年终奖金”","移动互联网,医疗健康","天使轮","15-50人","/图像处理/模式识别/"
"1094","tuxiangchulidata","图像处理算法工程师","广州","冼村",30,50,"经验3-5年","本科","巴夫洛生态农业科技","“年薪30-60万+福利”","电子商务,旅游","不需要融资","500-2000人","/社交/移动互联网/"
"1095","tuxiangchulidata","视频&图像质量算法工程师","成都","高新区",15,25,"经验3-5年","硕士","宜高美","“无人驾驶,年终奖,项目奖,各种福利”","数据服务,其他","不需要融资","150-500人","/技能培训/年底双薪/带薪年假/管理规范/"
"1096","tuxiangchulidata","图像处理算法工程师","上海","江川路",12,24,"经验1-3年","硕士","中派科技","“福利待遇”","医疗健康,硬件","不需要融资","15-50人","/医疗健康/"
"1097","tuxiangchulidata","图像算法工程师","大连","广贤路",8,15,"经验不限","硕士","恒锐科技","“免费午餐、五险一金、奖金丰厚、股权激励”","数据服务","上市公司","150-500人","/搜索/"
"1098","tuxiangchulidata","图像算法工程师","上海","天山路",30,60,"经验不限","本科","晟高信息","“五险一金 绩效奖金 弹性工作”","移动互联网,人工智能","不需要融资","50-150人","/机器学习/深度学习/计算机视觉/图像处理/"
"1099","tuxiangchulidata","图像处理算法工程师","北京","海淀区",25,40,"经验3-5年","本科","天衍融信","“舒适优雅的工作环境，人性化的管理”","移动互联网数据服务","未融资","15-50人","/大数据/模式识别/人工智能/"
"1100","tuxiangchulidata","图像调校高级工程师","杭州","西湖",15,25,"经验不限","本科","潮流网络","“多金,有妹子,活动多多,福利杠杠”","其他","不需要融资","150-500人","/图像处理/算法/人工智能/"
"1101","tuxiangchulidata","图像算法工程（OpenCV）","厦门","思明区",13,25,"经验3-5年","本科","新奥特视频","“六险一金、午餐补助、带薪年假、节假日福利”","数据服务,文化娱乐","上市公司","500-2000人","/图像处理/"
"1102","tuxiangchulidata","图像算法工程师","北京","望京",15,20,"经验1-3年","硕士","文通科技","“五险一金,年底双薪,免费旅游”","信息安全,移动互联网","未融资","150-500人","/机器学习/图像处理/"
"1103","tuxiangchulidata","图像算法工程师","上海","浦江",12,18,"经验应届毕业生","本科","乂义实业","“五险一金,带薪休假,工作气氛好,年终多薪”","其他","未融资","少于15人","/图像处理/模式识别/"
