"","name","location","salary","require","time","company","companysituation","companyintro","tags"
"25","机器视觉与机械臂算法工程师","北京·团结湖","18k-35k","经验不限/硕士","2019-02-27","猎户星空","移动互联网,硬件/B轮/500-2000人","“牛人密布,高薪”","/计算机视觉/"
"26","机器视觉开发工程师","宁德·蕉城区","10k-20k","经验3-5年/大专","2019-03-15","ATL","能源化工,通讯电子/不需要融资/2000人以上","“锂电池行业、发展空间、提供住宿、五险一金”","/电子/半导体/集成电路/机器学习/计算机视觉/图像处理/深度学习/"
"27","机器视觉工程师","上海·浦东新区","30k-35k","经验3-5年/本科","2019-03-07","驭矩科技","人工智能/未融资/少于15人","“福利待遇好 不打卡 地铁周边”","/图像处理/人工智能/计算机视觉/"
"28","机器视觉软件开发工程师","上海·金桥","5k-8k","经验1-3年/大专","13:39发布","无锡埃姆维","企业服务,硬件/D轮及以上/150-500人","“五险一金,带薪年假,提供住宿,年底13薪”","/人工智能/计算机视觉/图像处理/深度学习/"
"29","机器视觉软件工程师","杭州·西湖区","30k-50k","经验5-10年/本科","2019-03-15","智谷精工","硬件/天使轮/15-50人","“高薪、期权奖励”","/智能硬件/技术管理/领导力/团队建设/"
"30","机器视觉高级工程师","深圳·南山区","15k-30k","经验3-5年/本科","2019-02-27","TCL通讯科技控股有限公司","移动互联网,硬件/上市公司/2000人以上","“机器视觉”","/高级技术管理/"
"31","机器视觉工程师","佛山·顺德区","20k-40k","经验3-5年/本科","16:41发布","博智林机器人公司","移动互联网,人工智能/上市公司/500-2000人","“高薪,高平台”","/机器学习/"
"32","机器视觉工程师","上海·虹口区","15k-30k","经验3-5年/本科","09:49发布","成都睿码科技有限责任公司（KANKAN AI）","移动互联网,数据服务/上市公司/150-500人","“六险一金、年底双薪、年终绩效、多重福利”","/C++/"
"33","机器视觉与机械臂算法高级工程师","北京·团结湖","25k-50k","经验3-5年/硕士","2019-02-27","猎户星空","移动互联网,硬件/B轮/500-2000人","“牛人密布,高薪”","/计算机视觉/"
"34","机器视觉开发工程师","北京·回龙观","15k-25k","经验3-5年/本科","2019-03-15","镁伽机器人","硬件/A轮/50-150人","“弹性工作，免费午餐，五险一金，定期团建”","/人工智能/计算机视觉/模式识别/"
"35","机器视觉算法应用工程师","上海·长宁区","20k-40k","经验1-3年/本科","2天前发布","拼多多","电子商务,移动互联网/上市公司/2000人以上","“平台好,大牛多,薪资待遇佳”","/大数据/Java/Python/"
"36","视觉机器学习架构师","北京·知春路","35k-70k","经验5-10年/本科","1天前发布","Bigo","移动互联网,社交网络/D轮及以上/500-2000人","“钱多 大牛多 惊喜福利多”","/视频/社交/"
"37","机器视觉高级软件工程师","成都·高新区","20k-30k","经验5-10年/本科","2天前发布","极米科技","电子商务,硬件/D轮及以上/500-2000人","“无屏投影,平台大,待遇好,团队优”","/算法/"
"38","机器视觉算法工程师","深圳·南山区","40k-80k","经验不限/博士","1天前发布","什力科技","移动互联网,其他/未融资/15-50人","“人工智能创业公司，薪资看能力”","/语音合成/深度学习/人工智能/计算机视觉/"
"39","机器人工程师","北京·酒仙桥","30k-50k","经验3-5年/本科","10:52发布","车好多集团","O2O/C轮/2000人以上","“全新业务、行业大牛”","/硬件制造/汽车/人工智能/"
"40","机器视觉算法工程师","深圳·南山区","10k-20k","经验1-3年/本科","2天前发布","TP-LINK","硬件/不需要融资/2000人以上","“机器视觉,图像处理,算法”","/图像处理/"
"41","机器视觉应用工程师","苏州·工业园区","8k-12k","经验1-3年/大专","2019-03-04","苏州鼎纳自动化技术有限公司","人工智能/上市公司/150-500人","“薪酬、福利待遇”","/人工智能/图像处理/"
"42","机器视觉算法工程师","成都·高新区","8k-15k","经验1-3年/本科","2019-03-11","成都泓睿科技","其他/不需要融资/50-150人","“学习机会多”","/计算机视觉/图像处理/"
"43","SW（JQR）-机器视觉算法工程师","深圳·后海","15k-30k","经验3-5年/硕士","3天前发布","顺丰科技有限公司","移动互联网,电子商务/不需要融资/500-2000人","“弹性工作；午餐补贴；通讯补贴；发展空间大”","/机器学习/"
"44","机器视觉算法工程师","北京·海淀区","24k-30k","经验3-5年/本科","2019-03-07","Swie.io","硬件,人工智能/天使轮/15-50人","“十五天带薪年假，国际团队，期权股票”","/计算机视觉/图像处理/人工智能/"
