"","name","location","salary","require","time","company","companysituation","companyintro","tags"
"226","NLP工程师（机器学习/文本挖掘）","北京·上地","30k-60k","经验1-3年/本科","2天前发布","贝壳","移动互联网,O2O/D轮及以上/2000人以上","“15薪,13天年假,免费三餐,期权激励”","/数据仓库/数据挖掘/数据处理/"
"227","NLP专家","北京·中关村","40k-60k","经验5-10年/本科","2天前发布","好未来","移动互联网,教育/上市公司/2000人以上","“年终奖,五险一金”","/人工智能/"
"228","自然语言处理工程师","广州·南沙区","10k-20k","经验3-5年/硕士","17:10发布","中科院广州软件所","移动互联网,数据服务/不需要融资/150-500人","“五险一金 年终奖金 免费班车 全勤奖”","/大数据/数据挖掘/数据分析/"
"229","客服算法/NLP算法工程师","成都·机投桥","20k-35k","经验1-3年/硕士","14:26发布","四川弘和集团","移动互联网/A轮/150-500人","“人工智能行业”","/人工智能/语音识别/"
"230","NLP算法专家","北京·北京大学","40k-80k","经验5-10年/硕士","20:56发布","太古代科技","区块链,人工智能/B轮/50-150人","“福利待遇优厚！”","/带薪年假/年底双薪/股票期权/年终分红/"
"231","nlp 算法工程师","北京·北京大学","25k-50k","经验3-5年/本科","2019-03-16","香侬科技","企业服务,数据服务/A轮/50-150人","“团队背景强硬，提供中晚餐，从1-N。”","/软件开发/ERP/"
"232","NLP自然语言处理","上海·浦江","25k-50k","经验1-3年/硕士","09:37发布","泛微","移动互联网,企业服务/上市公司/2000人以上","“上市公司,免费三餐,五险一金,周末双休”","/机器学习/深度学习/语音识别/"
"233","自然语言处理高级专家","北京·望京","45k-60k","经验5-10年/本科","2019-02-26","美团点评","移动互联网,O2O/上市公司/2000人以上","“大牛云集,前沿技术,弹性工作,核心部门”","/机器学习/深度学习/NLP/算法/"
"234","自然语言处理工程师","杭州·西湖","25k-50k","经验3-5年/硕士","09:12发布","杭州数睿科技","医疗健康,移动互联网/A轮/50-150人","“技术前沿,福利多多,海外平台,免费零食”","/人工智能/NLP/"
"235","NLP算法工程师","上海·普陀区","20k-30k","经验1-3年/硕士","2019-03-12","晓信科技","移动互联网,教育/B轮/150-500人","“六险一金、月度/年终绩效奖金、年度体检”","/工具软件/大数据/"
